col_0,col_1,col_2,col_3,col_4,col_5,col_6,col_7
Munarg,XXXV,X,CXLVIII,Denarius,IV,XVI,CCCLXXXVI
Munarg,XXXVII,VII,CXCIX,Aureus,V,XV,III
Muniv,XXXVI,VIII,XXV,Denarius,VIII,XVI,CDLVIII
Munarg,XXXVII,I,CXLI,Denarius,VI,XXVIII,CCCVII
Munarg,XXXV,I,CXLVIII,Denarius,VII,XXX,CCCV
Muniv,XXXIX,II,XXXIII,Quinarius,V,XIV,CX
Munarg,XXXV,II,CLXIX,Denarius,V,XX,CCCXII
Munarg,XXXVI,V,CLXXV,Denarius,II,XVII,CCCLV
Munarg,XXXVII,X,CX,Aureus,IV,XXVIII,III
Munarg,XXXIX,V,CXI,Denarius,VII,XIX,CCXXVII
Muniv,XXXVII,VI,XVI,Denarius,VII,XVI,CDLXXVII
Munarg,XXXV,X,CLXXIV,Denarius,VII,XVII,CCCIII
Murytub,XL,V,CLVII,Denarius,VII,IV,DLXXXII
Murytub,XXXVI,IV,CLXXX,Denarius,II,VIII,DCLXXVII
Murytub,XXXVIII,V,CXXXV,Quinarius,VI,XXVIII,CCIII
Munarg,XXXVI,II,CXX,Denarius,IV,XXIX,CCCLVIII
Murytub,XXXVIII,IV,XCVI,Denarius,IV,VIII,DCXIII
Munarg,XXXIX,VII,CV,Denarius,V,IX,CDXLIX
Munarg,XXXVIII,VI,CLXIV,Denarius,VII,XXX,CCCLXXVII
Murytub,XXXV,V,CLVIII,Quinarius,VII,V,CCCXLII
Munarg,XXXVI,XI,CXXIII,Denarius,VIII,VIII,CCCXXXI
Murytub,XXXVII,VII,CXXII,Denarius,IX,XXIV,CMLXXXVIII
Muniv,XXXVII,IX,XXXVIII,Denarius,IV,XXV,DXXXIV
Murytub,XXXVIII,II,CLIX,Quinarius,V,XXIII,CLXXIV
Muniv,XXXVIII,X,XXVI,Quinarius,VI,XXIX,CXXVIII
Munarg,XXXV,I,CXVI,Quinarius,IV,XVII,CXCV
Murytub,XXXVI,II,CXCI,Quinarius,VII,XVI,CCCLV
Murytub,XXXVI,VI,CLXV,Aureus,V,XXIII,VII
Munarg,XXXVIII,VI,CXCVI,Quinarius,V,XXIX,CXX
Muniv,XXXVII,XII,XIX,Aureus,IV,XX,V
Muniv,XXXV,IV,XXIV,Denarius,VI,XXIX,CDXIX
Munarg,XXXVII,I,CLXVII,Denarius,VIII,XXI,CCCLXIX
Muniv,XXXV,VIII,XVI,Aureus,VI,XVII,VII
Murytub,XXXVI,VII,CXL,Denarius,VII,XXXI,DCXXII
Muniv,XXXIX,XII,XXII,Denarius,VIII,II,DII
Murytub,XXXVIII,XI,CXX,Denarius,VI,V,DXCII
Murytub,XXXV,X,CLXXII,Denarius,VII,II,DCCII
Munarg,XXXVI,VIII,CVII,Denarius,VI,XXXI,CCCXLII
Munarg,XXXIX,III,CXCIX,Denarius,VI,III,CCXXXIX
Munarg,XXXVI,V,CXVI,Denarius,VI,XV,CCLXXXI
Munarg,XXXVII,XII,CXXXVI,Denarius,VII,XI,CCCVIII
Muniv,XXXVII,II,XXIV,Denarius,VI,XVII,DXLI
Munarg,XXXIX,XI,CXCIII,Quinarius,IV,V,LVI
Muniv,XXXVI,VI,XXIII,Quinarius,VIII,III,CCXXII
Muniv,XXXVIII,III,XX,Aureus,VI,IX,V
Munarg,XXXV,VI,CLXXII,Denarius,VI,XVI,CCCXLIII
Munarg,XXXVIII,VII,CLXIII,Quinarius,VIII,XXI,LXXXVI
Munarg,XXXV,IX,CLI,Denarius,VII,II,CCCXXXIII
Murytub,XXXVIII,VII,XCII,Denarius,VI,XX,DXCVII
Suilis,XL,VII,XVIII,Quinarius,VIII,XXI,DCCCLVII
Muniv,XL,V,XXVI,Aureus,IV,XXV,IV
Munarg,XXXIX,III,CXXI,Denarius,IX,I,CCXXXIII
Murytub,XL,VIII,CLXVIII,Denarius,VIII,XXIII,DLI
Munarg,XXXVI,XI,CVIII,Quinarius,VI,XXX,CXLII
Munarg,XXXVIII,XII,CXCII,Aureus,VI,XVII,II
Munarg,XL,XI,CXL,Denarius,V,VII,CCCLXIV
Munarg,XXXVII,X,CLIV,Quinarius,IV,XVII,CXXI
Murytub,XL,I,CCXIX,Quinarius,VII,II,CXXIX
Munarg,XXXVI,V,CXLVI,Denarius,IV,XXIX,CCCLIV
Muniv,XL,V,XXX,Quinarius,III,II,CVII
Muniv,XXXIX,I,XVIII,Denarius,V,XII,DLXXX
Munarg,XXXVIII,VI,CXCIX,Denarius,VII,XXX,CCXCIII
Munarg,XL,X,CXCIX,Denarius,VI,VII,CLXXVII
Muniv,XXXV,XII,XX,Denarius,IV,XIV,CDXLII
Munarg,XXXVIII,IV,CLXXVII,Quinarius,VI,V,CXIV
Munarg,XXXVII,XII,CLXV,Denarius,VIII,XIV,CCXLIV
Murytub,XL,XI,CCIII,Quinarius,III,XXI,CVII
Murytub,XXXVI,II,CLXXIII,Quinarius,V,VIII,CCCXII
Muniv,XXXVII,IX,XXVI,Denarius,V,XXVIII,DXX
Muniv,XXXVII,XI,XVII,Denarius,VI,I,CCCLXXVIII
Munarg,XXXV,IV,CXLVII,Quinarius,V,X,CLXXI
Murytub,XXXIX,IX,CXXXIV,Denarius,V,XV,DCXI
Murytub,XXXV,II,CXLI,Denarius,V,XVI,DCCIII
Munarg,XL,VII,CLVIII,Denarius,VI,VI,CDLIV
Muniv,XXXVII,IV,XXX,Quinarius,VII,VI,CCXXVII
Muniv,XL,VI,XXX,Denarius,VI,XXIX,DCX
Muniv,XXXIX,XI,XXII,Denarius,VI,XXVII,CDXCVI
Munarg,XXXVIII,I,CLXIII,Denarius,VI,IX,CCCVIII
Munarg,XXXVI,VII,CXXXIX,Quinarius,VIII,XVI,CXLVII
Munarg,XXXVII,XII,CXV,Denarius,VI,XXI,CCCLI
Munarg,XXXV,XI,CXCV,Quinarius,IV,XXI,CLXVIII
Munarg,XL,VI,CLVIII,Denarius,V,VIII,CCXXXV
Muniv,XXXV,XI,XXVII,Denarius,V,XIV,CDLXXVIII
Munarg,XXXVI,XI,CXX,Aureus,VI,XIII,IV
Munarg,XXXVII,IV,CLXXIX,Quinarius,I,XXIV,CXLIX
Atamora,XXXIX,V,X,Quinarius,IV,XI,DLIV
Atamora,XXXIX,III,XIII,Denarius,VII,XII,MMMCCXXXVIII
Munarg,XXXVI,VI,CXXVIII,Denarius,VII,XXIX,CCCLXXIII
Murytub,XXXVIII,III,CLXXV,Denarius,VI,II,DCLXXXII
Munarg,XL,X,CLXXX,Denarius,VI,XXVII,CDXX
Murytub,XXXVII,XII,CL,Aureus,VI,XXVIII,VI
Munarg,XXXVI,VII,CXL,Quinarius,VI,XXII,CLXI
Murytub,XXXV,I,CLXXXIV,Denarius,IV,XXXI,DCCXLII
Munarg,XXXV,XII,CXLV,Denarius,VI,XXX,CCLXXXI
Murytub,XXXVIII,X,CXXV,Denarius,IV,XXXI,DXLIX
Munarg,XXXIX,VIII,CLXXIV,Denarius,VIII,XXIX,CDXV
Munarg,XXXV,VI,CXCVIII,Quinarius,VI,XXVII,CLXV
Muniv,XXXVI,III,XXVIII,Quinarius,VIII,XXVII,CCXXXVII
Murytub,XL,III,XCV,Denarius,VI,XXX,DLV
Muniv,XXXV,VII,XXI,Quinarius,V,IV,CCLXXXV
Munarg,XXXIX,V,CLXXX,Quinarius,VI,XXX,LXXXIII
Murytub,XXXIX,VIII,CXXXV,Denarius,VII,VI,DLXX
Muniv,XXXVI,VI,XXXI,Quinarius,VIII,XXX,CCXXII
Munarg,XXXVII,XI,CLXXIX,Aureus,VI,V,IV
Murytub,XXXVI,XI,CXXXVIII,Quinarius,VIII,XVII,CCLXXXIV
Muniv,XXXVI,XI,XXVI,Quinarius,III,VII,CCXVII
Muniv,XXXV,IV,XXIII,Denarius,III,XVII,CDXCV
Murytub,XXXVI,XII,CLIII,Denarius,VIII,V,DCXCI
Murytub,XL,X,LXIX,Denarius,VI,VII,DLII
Muniv,XXXIX,VI,XXV,Denarius,IX,VI,DXXIII
Muniv,XXXVIII,II,XX,Denarius,VII,III,DLXXVII
Munarg,XL,XII,CXIII,Denarius,III,XII,CLXXI
Munarg,XXXVII,V,CII,Denarius,VI,XIII,CCXCVIII
Muniv,XL,VI,XX,Quinarius,V,XXIII,CXXIX
Munarg,XXXVI,V,CXXIV,Quinarius,VII,XIV,CXXIV
Murytub,XL,IX,CLXX,Denarius,V,XVI,DXXXVI
Muniv,XL,III,XIX,Denarius,V,VI,DXXII
Suilis,XXXVI,V,XXXVIII,Denarius,VII,XIV,MMMCCCLVII
Murytub,XXXVII,II,CLI,Denarius,VI,I,DCCVII
Munarg,XXXVII,VIII,CXIV,Denarius,V,XXVIII,CCLXI
Munarg,XXXVIII,IX,CI,Denarius,II,VIII,CDXXXVI
Munarg,XXXIX,III,CXXVI,Denarius,VI,II,CCXIV
Munarg,XL,IV,CXIX,Quinarius,III,XIX,XLII
Munarg,XL,XII,CLXIX,Quinarius,VII,XXI,LXXV
Munarg,XXXV,IV,CXII,Aureus,V,X,V
Murytub,XXXIX,V,CLVIII,Quinarius,IV,XXI,CXXXVI
Murytub,XXXV,XII,CLXVII,Denarius,IV,XXII,DCLXXXI
Suilis,XXXVI,III,XVI,Denarius,V,XX,MMMCCLXXXV
Murytub,XXXVI,IV,CXLII,Denarius,VII,XVI,DCXCIX
Munarg,XXXVIII,III,CIX,Quinarius,V,XVII,XC
Murytub,XXXV,V,CXXIX,Denarius,V,I,DCCXXXVII
Munarg,XXXV,VI,CLXXV,Denarius,IV,XX,CCCLI
Murytub,XXXVI,X,CLIV,Denarius,IX,XXVII,DCXLVI
Munarg,XXXVII,VII,CII,Quinarius,VII,XXII,XCVIII
Munarg,XL,XI,CLXXXIII,Quinarius,VI,XXX,LXXXIV
Munarg,XXXVIII,IX,CXXXII,Quinarius,VII,I,CIX
Muniv,XXXV,XI,XXV,Denarius,IX,XXVI,CDLXI
Munarg,XXXV,I,CXLIV,Denarius,VII,XXVII,CCCII
Suilis,XXXIX,I,XXIX,Denarius,VI,XXI,MMMDCCXXI
Murytub,XXXVI,V,CXLV,Denarius,IV,XXIX,DCCXVI
Murytub,XL,VI,CXX,Denarius,IV,IX,DLXXVII
Murytub,XXXVII,VIII,CCXVIII,Aureus,VII,XIII,VII
Murytub,XXXVI,XI,CXLVI,Denarius,VI,XIII,DCXX
Suilis,XXXVII,I,XXII,Quinarius,VI,XI,MCDXVIII
Murytub,XXXVI,III,CLXXXI,Denarius,VI,I,DCXLVI
Muniv,XXXVIII,VII,XXXVI,Denarius,VIII,IV,CDXCI
Murytub,XXXVI,II,CCX,Aureus,VI,XV,VIII
Muniv,XXXV,IX,XXV,Aureus,V,XVII,VII
Muniv,XXXVIII,XI,XXVI,Quinarius,VI,XX,CXLVIII
Munarg,XXXV,VIII,CVIII,Denarius,IV,IX,CCXCIV
Munarg,XL,IX,CLX,Denarius,I,IX,CDXLIX
Munarg,XXXVI,XII,CLXXI,Quinarius,VII,IX,CXLIX
Muniv,XL,III,XXII,Quinarius,V,XIV,CXX
Murytub,XL,VIII,CXXI,Quinarius,III,XVIII,CXX
Munarg,XXXVII,XII,CLXXXVII,Denarius,VI,XXVIII,CDXLII
Murytub,XXXVII,V,CXXIX,Denarius,VI,XXVII,CMLXXIII
Muniv,XXXVI,XII,XXV,Denarius,VII,IX,DXXI
Munarg,XXXVII,V,CXVI,Denarius,VI,XVII,CCCXXVII
Murytub,XXXIX,I,CXXXIV,Denarius,VI,XXI,DCXIX
Munarg,XXXVIII,VII,CLXVII,Aureus,II,VIII,III
Atamora,XXXIX,X,XII,Denarius,VI,XVIII,MMCMXXX
Murytub,XXXV,VIII,CXVIII,Denarius,VII,VIII,DCCXXV
Munarg,XXXV,V,CXCIV,Quinarius,VIII,XXII,CLVI
Murytub,XXXVII,XII,CLX,Quinarius,VI,XXVIII,CLXXXV
Muniv,XL,IX,XIX,Denarius,IV,XXVIII,DXXXII
Muniv,XXXIX,VII,XVIII,Denarius,V,XIV,CDLXXI
Munarg,XXXIX,V,CLVII,Denarius,VII,XX,CCXXVIII
Muniv,XXXIX,XII,XXV,Denarius,VIII,II,DXLII
Munarg,XXXVIII,XII,CXCV,Quinarius,V,XXVII,LXV
Munarg,XXXV,IV,CXCIX,Quinarius,VII,XV,CLXIX
Muniv,XXXVI,IV,XX,Quinarius,VII,III,CCLXIV
Muniv,XXXVI,II,XLIII,Quinarius,VII,XXIII,CCLIV
Munarg,XXXIX,XII,CLXX,Denarius,VIII,XXIX,CCXI
Munarg,XL,III,CXXIII,Denarius,VI,XI,CCXXIV
Munarg,XXXV,II,CXLIII,Denarius,IV,II,CCCXXV
Munarg,XXXVI,III,CLXVIII,Denarius,V,IX,CCCLVIII
Munarg,XXXVII,XII,CLI,Denarius,V,XII,CCXL
Suilis,XL,IV,X,Denarius,VII,XXIX,MMMMLXIX
Munarg,XXXIX,V,CVI,Quinarius,V,XXVI,LXXIX
Murytub,XXXIX,XI,CXXXIV,Quinarius,V,XVII,CXXXIV
Munarg,XXXVIII,XII,CLXXXII,Denarius,IV,IX,CCLXI
Muniv,XL,V,XXIII,Denarius,V,VII,CDLXXIV
Muniv,XXXVIII,VIII,XXXVI,Quinarius,VIII,VI,CLVII
Murytub,XXXVI,VI,CIII,Denarius,VI,XIII,DCLXXXIV
Munarg,XXXIX,IX,CLXXIX,Aureus,IV,XXX,II
Murytub,XXXVI,XII,CLI,Quinarius,VI,X,CCLXXVIII
Munarg,XXXIX,IV,CXC,Aureus,VIII,XXX,IV
Munarg,XXXVI,IV,CXXIV,Quinarius,V,V,CXLIX
Munarg,XL,III,CLIX,Quinarius,VI,IV,CIV
Suilis,XXXVIII,VIII,XXXII,Aureus,IV,I,XXXIV
Munarg,XXXVIII,XI,CLXIX,Denarius,VI,III,CDXXV
Munarg,XXXV,III,CLXXXIX,Denarius,IX,V,CCCXLVIII
Munarg,XXXVII,I,CXCII,Denarius,IX,X,CCCLXXVI
Murytub,XXXVII,VII,CXVI,Quinarius,VI,XXVIII,CCCLXXVIII
Munarg,XXXVII,I,CXLIII,Denarius,VIII,IX,CCCLII
Murytub,XXXVIII,I,LXXXIII,Denarius,VII,XX,DCVI
Munarg,XXXV,VII,CLXXIII,Aureus,V,IV,V
Munarg,XXXIX,X,CXXVII,Quinarius,III,XII,LXXVII
Munarg,XL,VI,CLXXXVI,Denarius,VI,X,CCXXIV
Murytub,XXXV,X,CXXXVIII,Denarius,VI,XXVI,DCCXXII
Munarg,XXXVIII,III,CLVII,Denarius,VII,XXVIII,CDXXIV
Munarg,XXXVII,VII,CXXXVIII,Denarius,VII,XI,CDXXX
Munarg,XXXVIII,V,CVII,Denarius,VI,V,CDXXXIII
Murytub,XXXVIII,V,CL,Denarius,IV,XIII,DCXXXVI
Munarg,XXXVI,VII,CXXII,Quinarius,VII,XI,CXLV
Munarg,XXXVII,IX,CLXXIII,Quinarius,VI,XXIII,CXXXIV
Munarg,XXXV,VI,CLVII,Denarius,VIII,VIII,CCCXXXVIII
Munarg,XXXIX,VI,CXLIV,Denarius,IX,VI,CCCLXXXVI
Munarg,XXXVII,III,CXXVII,Denarius,VI,VII,CCLIX
Murytub,XXXVI,XII,CCVII,Quinarius,VIII,XI,CCLII
Munarg,XL,XII,CLXVI,Denarius,IV,XXX,CXCVIII
Suilis,XL,IV,XII,Quinarius,VII,VII,DCCCLXX
Munarg,XXXV,IX,CLXXXII,Denarius,V,XXV,CCCLX
Munarg,XXXVII,VIII,CXXII,Quinarius,VI,XXXI,CLX
Munarg,XXXV,VII,CLXXII,Quinarius,IV,VII,CLXXXVII
Munarg,XXXVII,I,CXLIV,Quinarius,VI,XIII,CVI
Munarg,XXXVI,IV,CLXX,Denarius,IV,X,CCCXII
Suilis,XXXIX,IV,XI,Quinarius,V,XXII,DCCCXVII
Murytub,XXXVII,III,CLIII,Quinarius,VI,VII,CCCIV
Murytub,XXXIX,VIII,CXLVI,Denarius,VIII,XX,DLXIII
Muniv,XL,IV,XVIII,Quinarius,IV,IV,CXXII
Murytub,XXXVIII,VIII,CXXXIII,Denarius,VII,XI,DLXXIII
Munarg,XL,X,CXLIV,Denarius,V,XXVIII,CDLXXXI
Munarg,XXXVI,X,CXXIII,Aureus,VI,VI,IV
Munarg,XXXIX,X,CLXIII,Aureus,VI,II,IV
Muniv,XL,VIII,XXVIII,Aureus,III,XVIII,IV
Munarg,XXXVII,I,CXXIII,Denarius,V,VI,CCLXXXIII
Murytub,XXXVI,IX,CXXIX,Quinarius,VI,VIII,CCLVIII
Murytub,XXXVII,X,CCXIV,Quinarius,IX,XX,CCXXXV
Atamora,XXXV,IV,IX,Quinarius,VII,XXIII,MDCCCLXXV
Murytub,XL,XII,CXXIV,Aureus,VI,II,IV
Muniv,XXXVI,V,XXIII,Denarius,VI,XX,DVIII
Munarg,XXXVIII,III,CLXXX,Quinarius,VII,XXVIII,LXXXV
Murytub,XXXV,VII,CXXXIX,Quinarius,V,IV,CCCXLVII
Murytub,XL,XII,CXXX,Denarius,VI,VIII,CDLXVI
Munarg,XXXIX,VIII,CLXXXI,Quinarius,V,XXII,LXXXIX
Muniv,XXXV,V,XXVII,Denarius,V,XIX,DII
Muniv,XXXVI,XI,XXVIII,Denarius,II,III,DLXVII
Munarg,XXXVI,I,CXLVIII,Aureus,V,XV,IV
Murytub,XXXVI,IX,CXLIV,Denarius,VI,III,DCCVIII
Murytub,XXXIX,IX,CCXIV,Denarius,V,XXIII,DLXXII
Munarg,XXXVI,VII,CLII,Denarius,VIII,VII,CCCXVII
Atamora,XL,VIII,VIII,Denarius,III,XXVII,MMCCCXVI
Murytub,XXXIX,XII,CLII,Denarius,V,VI,DLIV
Murytub,XXXVII,IX,CXLIX,Quinarius,VI,XXIV,CCLVI
Munarg,XXXVII,IV,CLIX,Denarius,IX,XIII,CCCXXXII
Muniv,XXXVII,II,XXIX,Denarius,VII,VIII,DXXXVI
Murytub,XXXVIII,VI,CLXXXIV,Aureus,IV,XIX,VI
Munarg,XL,VIII,CXLI,Quinarius,VI,XXXI,XCI
Munarg,XXXVI,VIII,CXVI,Aureus,V,XV,IV
Munarg,XXXVIII,III,CXXXII,Quinarius,VII,XXX,LXXIX
Munarg,XXXVI,XI,CIV,Denarius,VI,XXX,CCCXXXVI
Murytub,XL,VI,CXII,Denarius,VII,XVII,DXXVII
Munarg,XXXVII,XII,CXVI,Quinarius,VII,XI,XC
Muniv,XXXV,VII,XXV,Quinarius,VI,XVII,CCXVI
Munarg,XXXVII,IV,CXVI,Quinarius,VIII,IV,CXX
Muniv,XXXIX,I,XXIV,Denarius,VII,XXV,DXXXIX
Atamora,XXXIX,III,IX,Quinarius,VI,III,DCLVI
Munarg,XXXVII,I,CXL,Quinarius,VI,I,CXLIV
Munarg,XXXV,XI,CXCVII,Denarius,V,IV,CCCLVI
Atamora,XXXVIII,I,XIII,Quinarius,III,XXI,DCCCXXIII
Muniv,XXXIX,V,XXIII,Aureus,VI,I,IV
Murytub,XL,IV,CLXVIII,Quinarius,VII,XVII,CXXII
Murytub,XXXV,VIII,CLX,Denarius,VI,XXI,DCLXXXIX
Suilis,XXXVIII,V,XL,Quinarius,IV,XXIII,MCXC
Munarg,XXXV,XI,CLXXX,Quinarius,V,XXIII,CLXXXIV
Munarg,XXXV,VII,CLI,Denarius,VI,XIV,CCCLXXVIII
Murytub,XXXVII,V,CXXIX,Denarius,IV,XII,CMXI
Murytub,XXXVIII,II,CXIV,Quinarius,VIII,X,CLXXIX
Murytub,XXXIX,XI,CXCIII,Denarius,VI,XXVIII,DXXXVI
Munarg,XXXV,VII,CXLII,Quinarius,IV,V,CLXXVI
Munarg,XXXV,VI,CXLI,Denarius,VIII,XXIV,CCCXXXII
Munarg,XXXVIII,VI,CXLI,Aureus,VII,XXII,V
Munarg,XXXIX,II,CXLVI,Denarius,VI,X,CCXIV
Munarg,XXXV,VI,CLXXVI,Denarius,VI,XI,CCCXXXVIII
Murytub,XXXVII,X,CCIV,Quinarius,VI,XXVI,CCXXVII
Munarg,XXXIX,I,C,Aureus,VII,XXVI,IV
Murytub,XXXVII,VIII,CXLVII,Denarius,VII,XXIV,DCXXI
Murytub,XXXIX,X,CLXVIII,Denarius,VI,XXVIII,DLXXXI
Murytub,XL,III,CXLIII,Denarius,VII,II,DLXXVI
Murytub,XL,II,CXXX,Quinarius,V,XXV,CXXIV
Muniv,XL,III,XXII,Denarius,IV,VII,CCCXCIX
Murytub,XXXVIII,VIII,CXIX,Denarius,VI,XX,DLI
Munarg,XXXVIII,II,CLXXVI,Quinarius,X,XIII,CXXIV
Muniv,XXXV,XII,XXIX,Denarius,VI,III,CDXCI
Munarg,XXXVIII,VII,CLI,Quinarius,VI,II,LXXXIX
Munarg,XXXVI,VIII,CXXV,Denarius,VIII,XVI,CCLXXXIV
Murytub,XXXV,III,CXCIII,Quinarius,VI,XIII,CCCXXXIII
Muniv,XL,IV,XVII,Quinarius,IV,IV,CIII
Munarg,XXXIX,V,CLXXVIII,Denarius,VII,XX,CDLXI
Suilis,XXXVII,XI,XVII,Quinarius,V,XXI,MCLXIX
Munarg,XXXVI,VII,CXCVI,Denarius,VI,XV,CCCXXX
Murytub,XL,IX,CX,Denarius,VIII,XIII,DXLIII
Munarg,XXXVI,II,CLXXV,Denarius,V,XVIII,CCCXIX
Munarg,XXXVI,I,CLXXXV,Quinarius,IV,XXX,CXXXIX
Munarg,XL,VII,CIII,Denarius,VI,XI,CDXLII
Munarg,XXXVIII,XI,CLII,Denarius,VI,XI,CDXXXV
Munarg,XXXIX,X,CXCII,Quinarius,VI,II,LIII
Munarg,XXXV,II,CLXV,Quinarius,VII,VI,CLXXXVI
Munarg,XL,IV,CXXXVIII,Denarius,VII,VIII,CCCLXXIV
Murytub,XXXVIII,VII,CLXXV,Denarius,VI,XXX,DLXXXIV
Munarg,XL,IV,CLXXXVI,Denarius,VIII,V,CDLXVI
Munarg,XXXVI,VI,CXCIV,Denarius,VI,XXII,CCCXLIV
Munarg,XXXV,X,CLXVIII,Denarius,VII,XI,CCCLIV
Murytub,XL,VI,CXLV,Denarius,VII,VI,DLXII
Munarg,XXXV,IV,CXCIX,Denarius,VII,VII,CCCXXII
Murytub,XXXVIII,X,CLXXV,Denarius,VI,V,DLXXXIV
Munarg,XXXIX,VI,CXXXVIII,Quinarius,IV,XXI,LXVI
Murytub,XXXVII,I,CLXVIII,Quinarius,V,XXV,CCLXI
Murytub,XXXVII,X,CLI,Aureus,VI,XVI,VII
Muniv,XXXVII,I,XXI,Denarius,VII,XV,CDXXXIX
Munarg,XXXVI,III,CXLI,Quinarius,X,XII,CXXXVII
Murytub,XL,XII,CLXXI,Quinarius,IX,X,CXIII
Munarg,XXXVII,II,CX,Quinarius,IV,II,CLVIII
Muniv,XXXVIII,VII,XV,Quinarius,VII,XVI,CLIX
Munarg,XXXV,IV,CXXI,Denarius,VII,XXX,CCCLI
Murytub,XXXVIII,VIII,CXXVIII,Denarius,VIII,X,DCIII
Muniv,XXXV,IX,XXI,Denarius,IV,XXVII,CDXL
Muniv,XXXIX,XI,XXVI,Quinarius,V,II,CXI
Munarg,XL,VI,CXXXV,Denarius,VI,II,CCXLI
Murytub,XXXIX,VI,CXCVIII,Denarius,VI,XI,DCII
Muniv,XL,XI,XXVII,Quinarius,VI,XI,XCIX
Murytub,XL,VII,CLI,Quinarius,V,XIII,CXXXV
Suilis,XXXV,I,XXXV,Denarius,VIII,II,MMMCCCLXXXVI
Murytub,XXXVI,IV,CL,Denarius,VIII,XXX,DCLIV
Murytub,XXXVIII,V,CCXIV,Quinarius,V,VI,CXCV
Murytub,XXXVII,IV,CXLIII,Denarius,VI,XXX,CMXXXV
Munarg,XXXVI,XII,CXXI,Quinarius,IX,XXXI,CXXXV
Muniv,XXXIX,VI,XXVI,Aureus,III,XXX,IV
Muniv,XXXIX,XI,XXVI,Denarius,VII,IV,CDLXXXIII
Murytub,XXXV,XI,CXVII,Aureus,III,I,VIII
Muniv,XXXVII,III,XXVI,Denarius,VIII,XXVI,DLXXV
Munarg,XXXVIII,X,CLXXXII,Quinarius,IV,XXIV,LXXV
Muniv,XXXIX,IV,XXVI,Denarius,V,XII,DLXVII
Munarg,XXXVI,V,CLIX,Denarius,VII,VII,CCCLI
Suilis,XXXIX,IV,XI,Denarius,VIII,XXIV,MMMMXXIX
Murytub,XXXVI,VI,CLXXIII,Denarius,VIII,I,DCXXXIII
Muniv,XXXIX,VIII,XXVII,Quinarius,VII,XII,CLVIII
Murytub,XL,VIII,CLXXXIII,Denarius,VI,VII,DXXVIII
Munarg,XXXV,X,CLXXVIII,Aureus,IV,VIII,V
Munarg,XXXVII,IV,CLXVI,Quinarius,IV,XXIX,CXI
Munarg,XXXV,XII,CXXX,Aureus,VI,I,V
Munarg,XXXIX,VIII,CXII,Denarius,VI,XVII,CCCLXXXIX
Muniv,XXXIX,V,XXV,Quinarius,VII,XIV,CXXV
Munarg,XXXVI,V,CLXVII,Denarius,V,VIII,CCCXL
Munarg,XXXIX,I,CLV,Quinarius,IV,X,LXIII
Murytub,XXXVII,VI,CLVI,Quinarius,VI,I,CCCLXI
Munarg,XXXIX,IV,CXCV,Quinarius,II,IV,XCIV
Murytub,XXXV,III,CLVI,Denarius,VII,XXXI,DCCX
Murytub,XL,VIII,CXXXII,Denarius,VI,XII,DL
Murytub,XXXIX,VIII,CLXXI,Denarius,V,XVI,DCIV
Munarg,XXXVI,IX,CLXXXIX,Quinarius,IV,XXIX,CXXXI
Murytub,XXXVII,XII,CXCIII,Denarius,VIII,X,DCXXXVI
Munarg,XL,I,CLV,Aureus,VIII,III,IV
Murytub,XXXV,II,CL,Quinarius,VII,VII,CCCLXXXV
Muniv,XXXVI,II,XXII,Quinarius,IX,IX,CCXXXII
Murytub,XXXIX,VII,XCIII,Denarius,VIII,XIX,DLX
Muniv,XXXV,XI,XLI,Denarius,VII,XXVIII,DLXII
Munarg,XXXV,XI,CXII,Quinarius,VI,II,CLXV
Atamora,XXXVIII,XI,XI,Aureus,III,XIV,XXIX
Suilis,XXXIX,VIII,XXIII,Denarius,IX,XXI,MMMDXXXIX
Suilis,XXXVII,VII,XIX,Aureus,IX,XIX,XXXIX
Atamora,XXXIX,V,IX,Denarius,VI,XVIII,MMDCCCLXXX
Munarg,XXXIX,III,CI,Denarius,III,XI,CDLVIII
Murytub,XL,VIII,CLXXVIII,Denarius,III,XXIX,DXIV
Murytub,XXXVI,III,CLXXXIV,Aureus,III,IV,VIII
Murytub,XXXVIII,VIII,CL,Aureus,VIII,XXX,VI
Munarg,XL,VII,CLXIII,Denarius,VI,VI,CDXXXVI
Murytub,XXXVII,II,CXL,Denarius,VI,XXIV,DCCXLIII
Murytub,XXXV,IV,CLXXXIII,Denarius,VI,XXIX,DCCIX
Murytub,XXXIX,X,CLXXXII,Quinarius,VI,II,CXXIV
Suilis,XL,VIII,XXXI,Denarius,VI,II,MMMDCCXXXVI
Murytub,XXXVI,IX,CXXIX,Denarius,VI,IX,DCLXXIII
Murytub,XXXV,VI,CXCIII,Quinarius,VI,X,CCCXXIII
Munarg,XXXV,VI,CXCIII,Quinarius,VII,VI,CXLI
Murytub,XXXVII,VIII,CCXXXI,Aureus,V,XXVIII,VII
Murytub,XXXVI,XI,LXXXVI,Denarius,IV,VI,DCXLVI
Munarg,XXXVI,X,CXXXV,Denarius,VIII,XIV,CCLXXIV
Muniv,XXXIX,VI,XX,Denarius,IV,XXI,CDXXIX
Murytub,XXXV,II,CCXIV,Denarius,V,XVI,DCCXXXIV
Murytub,XL,VII,CXIV,Denarius,VI,VI,DXXXIX
Munarg,XXXVII,III,CLIV,Denarius,VI,XXI,CCCLXXX
